PassengerId,Survived_pred,Survived_prob
892,0,0.10575061812681749
893,0,0.37791045805485246
894,0,0.08803412756790564
895,0,0.10453966668278551
896,1,0.5806205292539518
897,0,0.15817303143994121
898,1,0.6843984417026222
899,0,0.15464042861685712
900,1,0.7853528883127228
901,0,0.07053275222773352
902,0,0.10085442296685894
903,0,0.23516422881769353
904,1,0.9490681024599379
905,0,0.04980559133796725
906,1,0.6756137391949882
907,1,0.8324740243831406
908,0,0.20709940807189395
909,0,0.17390888458686238
910,1,0.5582309313172681
911,1,0.5779128604796951
912,0,0.20857873827983014
913,0,0.1639200790596172
914,1,0.90452944174556
915,1,0.5407197882202782
916,1,0.9573892872625966
917,0,0.03493907521042516
918,1,0.9705170430793434
919,0,0.16620307389600678
920,0,0.4114466996750968
921,0,0.07820217497205159
922,0,0.07760884952760447
923,0,0.1342503914568397
924,0,0.46321160816397117
925,1,0.5120145582091092
926,0,0.34860692231359863
927,0,0.18737710004615876
928,1,0.6362293076319431
929,1,0.6935422452512958
930,0,0.1119435848246181
931,0,0.12345573316185332
932,0,0.09149134281203984
933,1,0.5241711477539235
934,0,0.06530004699014841
935,1,0.7856400344962576
936,1,0.8792045127405638
937,0,0.11121222425636354
938,0,0.4676842374712239
939,0,0.13026176201078593
940,1,0.9079478419283601
941,1,0.5205725877156919
942,1,0.5095490968997385
943,0,0.2787655290534472
944,1,0.7061730587825059
945,1,0.8256375724957062
946,0,0.2720116807512542
947,0,0.06310100728524448
948,0,0.07998178628863842
949,0,0.11018245138703492
950,0,0.07514597939037304
951,1,0.9826082890522401
952,0,0.1434012071547356
953,0,0.17979993737823224
954,0,0.13890551859345784
955,1,0.7437859680193155
956,1,0.8006584040173133
957,1,0.803627930971432
958,1,0.7706664774150795
959,0,0.2425119702293265
960,1,0.5926101752430984
961,1,0.7088056296941363
962,1,0.7296898061952872
963,0,0.12642561891154938
964,1,0.6276260261596188
965,1,0.6134767661729821
966,1,0.9787994882709905
967,1,0.7644496625317714
968,0,0.100919945301578
969,1,0.8884928759773361
970,0,0.1904270342879001
971,1,0.7296898061952872
972,0,0.19053624915444903
973,0,0.31662424261437944
974,0,0.21609175218361754
975,0,0.10085442296685894
976,0,0.2506099910122989
977,0,0.10526891626088374
978,1,0.7077420132842726
979,1,0.7156682250320408
980,1,0.7000284895489194
981,0,0.2987890521629732
982,1,0.6092104473073207
983,0,0.1008031192751157
984,1,0.7163656695074361
985,0,0.100919945301578
986,0,0.49075454031211957
987,0,0.11115241536725405
988,0,0.38267899990314086
989,0,0.09761289325744497
990,1,0.700430727884223
991,0,0.08556232304419939
992,1,0.9205000472344355
993,0,0.162737807657671
994,0,0.13026176201078593
995,0,0.10759702510920295
996,1,0.7117685291406426
997,0,0.10724103386450672
998,0,0.16199114993423638
999,0,0.13026176201078593
1000,0,0.10120188350736853
1001,0,0.3988394887679918
1002,0,0.18843825248536594
1003,1,0.7000572120006772
1004,1,0.9504306897345328
1005,1,0.7669350421751168
1006,1,0.8930581546906434
1007,0,0.14480203358564353
1008,0,0.1398314926210478
1009,0,0.4934358056084813
1010,1,0.6014542256241796
1011,1,0.7379372888007724
1012,1,0.8772880208282272
1013,0,0.09453190869267025
1014,1,0.9399813845298897
1015,0,0.10058042117952604
1016,0,0.13026176201078593
1017,1,0.7080782092797474
1018,0,0.1224091313639947
1019,1,0.5494144922057057
1020,0,0.13192033337511946
1021,0,0.11492133567460612
1022,0,0.08845392680155734
1023,0,0.3950110547616177
1024,1,0.5488792328377246
1025,0,0.10178392009642287
1026,0,0.06100661214037859
1027,0,0.11482807540971277
1028,0,0.14699142754610903
1029,0,0.21389216693632654
1030,1,0.6772265399794912
1031,0,0.030192929830246032
1032,0,0.34744590237414796
1033,1,0.9326471562024192
1034,0,0.4732189341913734
1035,0,0.21189631686087146
1036,0,0.2628544772867074
1037,0,0.034481198449076836
1038,0,0.2656445535821666
1039,0,0.12253710824933885
1040,0,0.3724946851455734
1041,0,0.134897996409558
1042,1,0.977386856749947
1043,0,0.1406551723702578
1044,0,0.034218433503673325
1045,1,0.5162258734788852
1046,0,0.03926461139147282
1047,0,0.11468331448027665
1048,1,0.9763618038921775
1049,1,0.6770260143624756
1050,0,0.3982180669255982
1051,1,0.6074061433158743
1052,1,0.7000120619607314
1053,0,0.18498474202470802
1054,1,0.8095054720998088
1055,0,0.10047452812817498
1056,0,0.13614536531427024
1057,1,0.556092847662489
1058,0,0.46474875012477446
1059,0,0.06638060658787232
1060,1,0.9313710215795761
1061,1,0.6860536252332071
