id,MachineFailure_pred,MachineFailure_probs
136429,0,0.006013508962868109
136430,0,0.00490564346298209
136431,0,0.003855462241737941
136432,0,0.0034180367755265112
136433,0,0.0053965096448217965
136434,0,0.0033855026062053883
136435,0,0.014688413761586295
136436,0,0.006056049465581494
136437,0,0.0037598805800817792
136438,0,0.0038334791826596672
136439,0,0.0038405556029585263
136440,0,0.003876414666447227
136441,0,0.003368147914129187
136442,0,0.0038954159817759203
136443,0,0.0036480182486909357
136444,0,0.0043725332304501196
136445,0,0.0038954159817759203
136446,1,0.7896052986953079
136447,0,0.003882306665769553
136448,0,0.003836031394670808
136449,0,0.005382490390945156
136450,0,0.0034455013864941233
136451,0,0.004359153593732621
136452,0,0.030114423597969505
136453,0,0.004876867162678791
136454,0,0.0032227070336715707
136455,0,0.0038334791826596672
136456,0,0.005756806408227252
136457,0,0.003316456622385433
136458,0,0.006143851714779058
136459,0,0.01693237508443567
136460,0,0.01476294708481979
136461,0,0.0038394443515253917
136462,0,0.025663067183166344
136463,0,0.017711596703868085
136464,0,0.00649906535971784
136465,0,0.003368147914129187
136466,0,0.006060809443916079
136467,0,0.003368147914129187
136468,0,0.0036806458414841816
136469,0,0.0038964466480045697
136470,0,0.0039388099731821275
136471,0,0.0064134759137371555
136472,0,0.013801928141239818
136473,0,0.0036847927689313354
136474,0,0.0038334791826596672
136475,0,0.003378578267134639
136476,0,0.033668666346689184
136477,0,0.006146403926790199
136478,0,0.003368147914129187
136479,0,0.003284828678420777
136480,0,0.017272513661867706
136481,0,0.0060754457619843615
136482,0,0.14069237443054475
136483,0,0.0033000605060365057
136484,0,0.0034455013864941233
136485,0,0.003355915130777305
136486,0,0.003971632872812472
136487,0,0.003368147914129187
136488,0,0.010092760447936893
136489,0,0.003368147914129187
136490,0,0.07226597008879156
136491,0,0.01010194867359332
136492,0,0.003368147914129187
136493,0,0.015334073290702055
136494,0,0.003368147914129187
136495,0,0.00673841485831108
136496,0,0.005926035740907636
136497,0,0.0033613592113875155
136498,0,0.02025403850035398
136499,0,0.0033855026062053883
136500,0,0.0040413600204805885
136501,0,0.0038956863024870512
136502,0,0.00591445123815584
136503,0,0.005513088194322658
136504,0,0.003924462602790351
136505,0,0.005756806408227252
136506,0,0.0034637310922172163
136507,0,0.0032227070336715707
136508,0,0.0033855026062053883
136509,0,0.0033979082808324066
136510,0,0.003368147914129187
136511,0,0.004324214973395865
136512,0,0.003284828678420777
136513,0,0.006631761425358472
136514,0,0.003368147914129187
136515,0,0.0036806458414841816
136516,0,0.0034637310922172163
136517,0,0.0032227070336715707
136518,0,0.0038954159817759203
136519,0,0.003197298966886053
136520,0,0.005545919665898524
136521,0,0.0034637310922172163
136522,0,0.00552940841054009
136523,0,0.003368147914129187
136524,0,0.003368147914129187
136525,0,0.0034008177197793876
136526,0,0.00364002581625833
136527,0,0.003520544292685289
136528,0,0.0033847159994522323
136529,0,0.0037750675027382313
136530,0,0.008864289125802347
136531,0,0.0034445428107668496
136532,0,0.0033592983579014326
136533,0,0.012541162328787787
136534,0,0.0038648076949741074
136535,0,0.0038334791826596672
136536,0,0.0054765186005317525
136537,0,0.0038956863024870512
136538,0,0.004372262909738989
136539,0,0.003907107910714151
136540,0,0.003520544292685289
136541,0,0.0038954159817759203
136542,0,0.0038754506104314522
136543,0,0.004372262909738989
136544,0,0.003709696256674623
136545,0,0.0037652954448200828
136546,0,0.003240061725747771
136547,0,0.00577899611981548
136548,0,0.00385519192102681
136549,0,0.00548398286678227
136550,0,0.0033979082808324066
136551,0,0.003290265463122166
136552,0,0.0038622554829629663
136553,0,0.00962276875201189
136554,0,0.0038334791826596672
136555,0,0.02653905774389277
136556,0,0.00591445123815584
136557,0,0.004055802900569794
136558,0,0.004117739699686047
136559,0,0.003368147914129187
136560,0,0.004761039081912885
136561,0,0.006083680570836224
136562,0,0.003932019974584751
136563,0,0.003368147914129187
136564,0,0.003368147914129187
136565,0,0.0064134759137371555
136566,0,0.003880779663707637
136567,0,0.0036226711241821286
136568,0,0.0058936755271323
136569,0,0.0038121733779236094
136570,0,0.0032227070336715707
136571,0,0.006348037073085585
136572,0,0.005926035740907636
136573,0,0.0035031896006090884
136574,0,0.004117739699686047
136575,0,0.003814427504815653
136576,0,0.003699985506378346
136577,0,0.004007423231583165
136578,0,0.0032227070336715707
136579,0,0.020569914433350715
136580,0,0.0036944611143735805
136581,0,0.00847560735607692
136582,0,0.0038954159817759203
136583,0,0.0038682206518286916
136584,0,0.003368147914129187
136585,0,0.017530048528891104
136586,0,0.19382357773501524
136587,0,0.0032227070336715707
136588,0,0.003520544292685289
136589,0,0.006013508962868109
136590,0,0.0032991019303092325
136591,0,0.013876528690837595
136592,0,0.026491757262844803
136593,0,0.01004976255558775
136594,0,0.0036746806726184566
136595,0,0.003368147914129187
136596,0,0.0038956863024870512
136597,0,0.003368147914129187
136598,0,0.003936841597793176
136599,0,0.003368147914129187
136600,0,0.0038956863024870512
136601,0,0.008844442890615905
136602,0,0.0036826308143021445
136603,0,0.00932402210546442
136604,0,0.0033000605060365057
136605,0,0.010744124029862077
136606,0,0.003880779663707637
136607,0,0.00993941360681404
136608,0,0.0161277888249352
136609,0,0.0036981000889428246
136610,0,0.0036226711241821286
136611,0,0.003753110014865204
136612,0,0.0032227070336715707
136613,0,0.003368147914129187
136614,0,0.0038684909725398226
136615,0,0.003878331610410851
136616,0,0.003634453940760249
